(('de', 1.0), 90, (1632, 1518), None, 'hsl(0, 100%, 30%)')
(('boeing', 0.061195533909937108), 14, (1388, 222), None, 'hsl(245, 100%, 30%)')
(('slogans', 0.060916026091692624), 14, (1283, 378), 2, 'hsl(245, 100%, 30%)')
(('nehru', 0.059501406971400002), 14, (1180, 281), 2, 'hsl(245, 100%, 30%)')
(('rosenblat', 0.057789409693754616), 14, (1051, 228), None, 'hsl(246, 100%, 30%)')
(('illia', 0.056349924574756849), 14, (1236, 193), None, 'hsl(246, 100%, 30%)')
(('friede', 0.055686317526177281), 14, (1012, 277), None, 'hsl(246, 100%, 30%)')
(('sociais', 0.055300925600285739), 14, (1371, 296), None, 'hsl(246, 100%, 30%)')
(('nairobi', 0.053602243650644511), 14, (1049, 393), 2, 'hsl(246, 100%, 30%)')
(('vietnamitas', 0.05247924110837094), 14, (1252, 309), 2, 'hsl(246, 100%, 30%)')
(('yugoslavo', 0.052331034028960971), 14, (1096, 451), 2, 'hsl(246, 100%, 30%)')
(('nanawa', 0.052263343988438876), 14, (1062, 237), None, 'hsl(246, 100%, 30%)')
(('castrista', 0.050865571803222556), 14, (1176, 261), 2, 'hsl(246, 100%, 30%)')
(('ontológicamente', 0.050058976930814167), 10, (1402, 237), None, 'hsl(246, 100%, 30%)')
(('agesta', 0.049831463904010463), 10, (1182, 311), 2, 'hsl(246, 100%, 30%)')
(('ecumenismo', 0.049777104732512761), 10, (1170, 200), 2, 'hsl(246, 100%, 30%)')
(('puertorriqueñas', 0.048006628254975758), 10, (1281, 253), 2, 'hsl(246, 100%, 30%)')
(('herbicida', 0.047674677220831845), 10, (1102, 465), 2, 'hsl(246, 100%, 30%)')
(('urd', 0.047565648881382233), 10, (1346, 381), 2, 'hsl(246, 100%, 30%)')
(('transistores', 0.047186441720864739), 10, (1097, 217), None, 'hsl(246, 100%, 30%)')
(('buber', 0.046647114534833327), 10, (1120, 230), 2, 'hsl(246, 100%, 30%)')
(('galbraith', 0.046634634448611503), 10, (1337, 295), None, 'hsl(246, 100%, 30%)')
(('aas', 0.045920003597419358), 10, (1166, 450), None, 'hsl(246, 100%, 30%)')
(('yugoslava', 0.045915399612154011), 10, (1279, 192), 2, 'hsl(246, 100%, 30%)')
(('dirigismo', 0.045530036577121735), 10, (1303, 226), 2, 'hsl(246, 100%, 30%)')
(('avianca', 0.044217230500197692), 10, (1466, 370), None, 'hsl(246, 100%, 30%)')
(('tocadiscos', 0.043297238937023558), 10, (1166, 292), 2, 'hsl(247, 100%, 30%)')
(('pivel', 0.043098364931316316), 10, (1051, 349), None, 'hsl(247, 100%, 30%)')
(('mismidad', 0.042711848623819798), 10, (1484, 259), None, 'hsl(247, 100%, 30%)')
(('unamuniana', 0.042571084900432647), 10, (1344, 162), 2, 'hsl(247, 100%, 30%)')
(('mccarthy', 0.042406039392483511), 10, (1475, 308), None, 'hsl(247, 100%, 30%)')
(('pintoresquismo', 0.041805186182151274), 10, (1284, 415), 2, 'hsl(247, 100%, 30%)')
(('kapelusz', 0.041770911859860899), 10, (1454, 170), 2, 'hsl(247, 100%, 30%)')
(('satipo', 0.041488705677199346), 10, (994, 261), 2, 'hsl(247, 100%, 30%)')
(('mondolfo', 0.041428147280439136), 10, (1098, 425), 2, 'hsl(247, 100%, 30%)')
(('astronautas', 0.041381665964788567), 10, (1160, 226), 2, 'hsl(247, 100%, 30%)')
(('grillet', 0.041193121886337815), 10, (1251, 264), None, 'hsl(247, 100%, 30%)')
(('legaz', 0.040954513769494987), 10, (1177, 443), 2, 'hsl(247, 100%, 30%)')
(('prefabricadas', 0.040610210986167787), 9, (1373, 213), None, 'hsl(247, 100%, 30%)')
(('carnap', 0.040567779194176562), 9, (1046, 376), 2, 'hsl(247, 100%, 30%)')
(('poncela', 0.040017727515154991), 9, (1458, 155), 2, 'hsl(247, 100%, 30%)')
(('chavin', 0.039860335451775794), 9, (1063, 408), None, 'hsl(247, 100%, 30%)')
(('ciap', 0.039707626018712132), 9, (1345, 235), None, 'hsl(247, 100%, 30%)')
(('radiactiva', 0.039527549475016063), 9, (1225, 276), None, 'hsl(247, 100%, 30%)')
(('huasipungo', 0.039439824142839704), 8, (1377, 349), None, 'hsl(247, 100%, 30%)')
(('rostow', 0.0390094374883126), 8, (1274, 348), None, 'hsl(247, 100%, 30%)')
(('arrabio', 0.038887383945524816), 8, (1215, 387), 2, 'hsl(247, 100%, 30%)')
(('bergez', 0.038612932787136775), 8, (1199, 388), None, 'hsl(247, 100%, 30%)')
(('populorum', 0.038408022621435653), 8, (1226, 433), 2, 'hsl(247, 100%, 30%)')
(('neutralismo', 0.038386677280095927), 8, (1107, 212), None, 'hsl(247, 100%, 30%)')
(('refs', 0.038370557218476868), 8, (1096, 480), 2, 'hsl(247, 100%, 30%)')
(('plutonio', 0.038043102255083186), 8, (1272, 284), 2, 'hsl(247, 100%, 30%)')
(('prefabricados', 0.037963399398587255), 8, (1277, 201), 2, 'hsl(247, 100%, 30%)')
(('inconformismo', 0.03794403034449869), 8, (1486, 184), None, 'hsl(247, 100%, 30%)')
(('evapotranspiración', 0.037460124024706269), 7, (1023, 276), None, 'hsl(247, 100%, 30%)')
(('arrendaticia', 0.037217950886610313), 7, (1226, 415), 2, 'hsl(247, 100%, 30%)')
(('vasena', 0.037003058468888753), 7, (1253, 388), 2, 'hsl(247, 100%, 30%)')
(('rusk', 0.036647759633110198), 7, (1202, 355), 2, 'hsl(247, 100%, 30%)')
(('intrazonal', 0.036419804517435594), 7, (1072, 425), None, 'hsl(247, 100%, 30%)')
(('tlatoani', 0.035280807730666143), 7, (1115, 237), None, 'hsl(247, 100%, 30%)')
(('archivum', 0.03526253264290085), 7, (1310, 331), None, 'hsl(247, 100%, 30%)')
(('batllori', 0.035054653731800896), 7, (1106, 297), 2, 'hsl(247, 100%, 30%)')
(('lyndon', 0.034851311084007956), 7, (1344, 306), 2, 'hsl(247, 100%, 30%)')
(('drucker', 0.034679866113881956), 7, (1447, 364), None, 'hsl(247, 100%, 30%)')
(('komintern', 0.034028237769057709), 7, (1295, 405), 2, 'hsl(247, 100%, 30%)')
(('lacruz', 0.033947853920213406), 7, (1059, 327), None, 'hsl(247, 100%, 30%)')
(('glencoe', 0.033559654283044152), 7, (1024, 249), None, 'hsl(247, 100%, 30%)')
(('musil', 0.033554400217924683), 7, (1244, 376), 2, 'hsl(247, 100%, 30%)')
(('checoslovaco', 0.033429306139104754), 7, (1056, 383), 2, 'hsl(247, 100%, 30%)')
(('microfilms', 0.032976829618677879), 7, (1048, 296), None, 'hsl(247, 100%, 30%)')
(('pentecostal', 0.032905960939092593), 7, (1300, 167), 2, 'hsl(247, 100%, 30%)')
(('cruxent', 0.032654151228199063), 7, (1258, 281), None, 'hsl(247, 100%, 30%)')
(('archivística', 0.03263600470223469), 7, (1253, 337), None, 'hsl(247, 100%, 30%)')
(('paidos', 0.032624391199111237), 7, (1257, 175), None, 'hsl(247, 100%, 30%)')
(('dolmatoff', 0.032588006297054356), 7, (1489, 321), None, 'hsl(247, 100%, 30%)')
(('mimeografiada', 0.032544759277687255), 7, (1331, 189), 2, 'hsl(247, 100%, 30%)')
(('laicado', 0.032238014193328945), 7, (1446, 334), None, 'hsl(247, 100%, 30%)')
(('castrismo', 0.032056401056674871), 7, (1437, 227), None, 'hsl(247, 100%, 30%)')
(('callistas', 0.031794948794232898), 7, (1282, 348), None, 'hsl(247, 100%, 30%)')
(('acton', 0.031715871532844095), 7, (1108, 437), 2, 'hsl(247, 100%, 30%)')
(('oas', 0.031501698410576505), 7, (1288, 229), 2, 'hsl(247, 100%, 30%)')
(('trastámara', 0.031316468974274855), 7, (1191, 188), 2, 'hsl(247, 100%, 30%)')
(('cemla', 0.031301696417982548), 7, (1457, 191), None, 'hsl(247, 100%, 30%)')
(('entreguista', 0.031301590341882582), 7, (1180, 299), 2, 'hsl(247, 100%, 30%)')
(('lockheed', 0.031272722558252065), 7, (1405, 345), None, 'hsl(247, 100%, 30%)')
(('ionesco', 0.031040279083229115), 7, (1207, 398), None, 'hsl(247, 100%, 30%)')
(('gravilla', 0.031004085646115457), 7, (1406, 395), None, 'hsl(247, 100%, 30%)')
(('igm', 0.030704671209839711), 7, (1116, 356), 2, 'hsl(247, 100%, 30%)')
(('piccirilli', 0.030272555169050839), 7, (1362, 337), None, 'hsl(247, 100%, 30%)')
(('tachirense', 0.029582791979566835), 7, (1185, 232), 2, 'hsl(247, 100%, 30%)')
(('sacconi', 0.029565929001688359), 7, (1132, 204), 2, 'hsl(247, 100%, 30%)')
(('diagrs', 0.029525334286156744), 7, (1132, 340), None, 'hsl(247, 100%, 30%)')
(('conflictual', 0.029513986238977968), 7, (1191, 390), None, 'hsl(247, 100%, 30%)')
(('atomic', 0.029513254718551724), 7, (1280, 389), 2, 'hsl(247, 100%, 30%)')
(('caulín', 0.029437549000229584), 7, (1117, 220), 2, 'hsl(247, 100%, 30%)')
(('dorticós', 0.029396985294503179), 7, (1338, 389), 2, 'hsl(247, 100%, 30%)')
(('burdeau', 0.029257546322522393), 7, (1388, 379), None, 'hsl(248, 100%, 30%)')
(('unamuniano', 0.029143538358157653), 7, (1314, 285), 2, 'hsl(248, 100%, 30%)')
(('inautenticidad', 0.029052955231363854), 7, (1070, 223), None, 'hsl(248, 100%, 30%)')
(('tamanaco', 0.028603776127510819), 7, (1318, 422), 2, 'hsl(248, 100%, 30%)')
(('sobrecogedor', 0.028480306034232895), 7, (1368, 169), 2, 'hsl(248, 100%, 30%)')
(('mcnamara', 0.028395302596214766), 7, (1188, 272), 2, 'hsl(248, 100%, 30%)')
(('abeba', 0.028073365250241039), 7, (1230, 178), 2, 'hsl(248, 100%, 30%)')
(('butano', 0.028035820856938447), 7, (1150, 390), 2, 'hsl(248, 100%, 30%)')
(('quadragesimo', 0.028017240506878243), 6, (1434, 284), None, 'hsl(248, 100%, 30%)')
(('gangsters', 0.027878917623791914), 6, (1283, 424), 2, 'hsl(248, 100%, 30%)')
(('substratos', 0.027792380553370393), 6, (1147, 429), 2, 'hsl(248, 100%, 30%)')
(('vigón', 0.02765457099465532), 6, (1339, 349), None, 'hsl(248, 100%, 30%)')
(('periodontal', 0.027645077686484325), 6, (1466, 319), None, 'hsl(248, 100%, 30%)')
(('ionizantes', 0.027547414415566081), 6, (1344, 322), None, 'hsl(248, 100%, 30%)')
(('communist', 0.027501997479536491), 6, (1091, 256), None, 'hsl(248, 100%, 30%)')
(('ockham', 0.027356130864778186), 6, (1089, 336), None, 'hsl(248, 100%, 30%)')
(('garibi', 0.027288996229010362), 6, (1395, 382), None, 'hsl(248, 100%, 30%)')
(('corticoides', 0.02722098758864375), 6, (1090, 318), 2, 'hsl(248, 100%, 30%)')
(('chocón', 0.027169960166054545), 6, (1129, 318), 2, 'hsl(248, 100%, 30%)')
(('nucleicos', 0.027137559742265355), 6, (1140, 405), 2, 'hsl(248, 100%, 30%)')
(('neutralista', 0.026869178542806335), 6, (1447, 222), None, 'hsl(248, 100%, 30%)')
(('supervisados', 0.026545725503712588), 6, (1073, 405), 2, 'hsl(248, 100%, 30%)')
(('tecnificar', 0.026387441026005258), 6, (1340, 215), 2, 'hsl(248, 100%, 30%)')
(('cogobierno', 0.02632302592571166), 6, (1247, 198), None, 'hsl(248, 100%, 30%)')
(('bultmann', 0.026189155208585481), 6, (1225, 440), 2, 'hsl(248, 100%, 30%)')
(('sukarno', 0.026184203550595933), 6, (1159, 345), None, 'hsl(248, 100%, 30%)')
(('brigitte', 0.026133883545792613), 6, (1408, 200), None, 'hsl(248, 100%, 30%)')
(('planificadora', 0.026111490420805437), 6, (1365, 285), 2, 'hsl(248, 100%, 30%)')
(('planificaciones', 0.025916485735614482), 4, (1466, 248), None, 'hsl(248, 100%, 30%)')
(('monopolística', 0.025760803260832507), 4, (1178, 319), 2, 'hsl(248, 100%, 30%)')
(('existencialmente', 0.025717313002216462), 4, (1382, 227), None, 'hsl(248, 100%, 30%)')
(('laforet', 0.025557682183695231), 4, (1404, 377), None, 'hsl(248, 100%, 30%)')
(('biafra', 0.025506620382548455), 4, (1366, 296), None, 'hsl(248, 100%, 30%)')
(('karel', 0.02548229550769238), 4, (1406, 178), 2, 'hsl(248, 100%, 30%)')
(('checoslovaca', 0.025400008924508843), 4, (1491, 272), None, 'hsl(248, 100%, 30%)')
(('multifamiliares', 0.02537206757121643), 4, (990, 251), 2, 'hsl(248, 100%, 30%)')
(('catch', 0.025126187515431737), 4, (1267, 189), 2, 'hsl(248, 100%, 30%)')
(('interfieran', 0.024962464073875635), 4, (1377, 419), 2, 'hsl(248, 100%, 30%)')
(('nauca', 0.024934774647272086), 4, (1125, 405), 2, 'hsl(248, 100%, 30%)')
(('rva', 0.024861193495337417), 4, (1002, 279), None, 'hsl(248, 100%, 30%)')
(('termonuclear', 0.024822645693534932), 4, (1451, 259), None, 'hsl(248, 100%, 30%)')
(('captamos', 0.024679749025841489), 4, (1451, 408), 2, 'hsl(248, 100%, 30%)')
(('subangulares', 0.024667726653634328), 4, (1193, 209), 2, 'hsl(248, 100%, 30%)')
(('kibutz', 0.024605479246860296), 4, (1244, 251), 2, 'hsl(248, 100%, 30%)')
(('astronauta', 0.024568795641077279), 4, (1118, 210), 2, 'hsl(248, 100%, 30%)')
(('ginastera', 0.024387103182960876), 4, (1357, 396), None, 'hsl(248, 100%, 30%)')
(('thailandia', 0.024363889242818321), 4, (1091, 233), None, 'hsl(248, 100%, 30%)')
(('aoristo', 0.024353484523161932), 4, (1005, 279), None, 'hsl(248, 100%, 30%)')
(('mezger', 0.024331814086068725), 4, (1244, 256), None, 'hsl(248, 100%, 30%)')
(('koljoses', 0.024214791260017725), 4, (1352, 316), 2, 'hsl(248, 100%, 30%)')
(('ghiano', 0.024057965023600754), 4, (1384, 294), 2, 'hsl(248, 100%, 30%)')
(('gianello', 0.024023059792736907), 4, (1234, 227), None, 'hsl(248, 100%, 30%)')
(('regístrales', 0.023801943468406795), 4, (1455, 412), 2, 'hsl(248, 100%, 30%)')
(('eckhart', 0.023747962777347288), 4, (1234, 320), 2, 'hsl(248, 100%, 30%)')
(('balder', 0.023684426927443679), 4, (1320, 427), 2, 'hsl(248, 100%, 30%)')
(('huachipato', 0.023662002721843014), 4, (1276, 262), 2, 'hsl(248, 100%, 30%)')
(('autofinanciación', 0.023651184637297738), 4, (1402, 200), None, 'hsl(248, 100%, 30%)')
(('mev', 0.023612548847708512), 4, (1074, 411), None, 'hsl(248, 100%, 30%)')
(('cristero', 0.023546796751589345), 4, (1337, 220), 2, 'hsl(248, 100%, 30%)')
(('nazarín', 0.023472319209620115), 4, (1134, 447), 2, 'hsl(248, 100%, 30%)')
(('gattinara', 0.023383991047131136), 4, (1366, 265), None, 'hsl(248, 100%, 30%)')
(('jarry', 0.023362563189891033), 4, (1013, 269), 2, 'hsl(248, 100%, 30%)')
(('rebull', 0.023349650083136764), 4, (1267, 376), None, 'hsl(248, 100%, 30%)')
(('régis', 0.023087976744721472), 4, (1191, 354), None, 'hsl(248, 100%, 30%)')
(('leopoldville', 0.023034307672158475), 4, (1147, 276), 2, 'hsl(248, 100%, 30%)')
(('galerna', 0.023020724042535301), 4, (1225, 337), 2, 'hsl(248, 100%, 30%)')
(('pediat', 0.022894887908423363), 4, (1124, 247), None, 'hsl(248, 100%, 30%)')
(('abstraccionismo', 0.02268965416445403), 4, (1121, 239), 2, 'hsl(248, 100%, 30%)')
(('alelos', 0.022671143203687349), 4, (1012, 245), 2, 'hsl(248, 100%, 30%)')
(('antonioni', 0.022652020433810593), 4, (1173, 404), None, 'hsl(248, 100%, 30%)')
(('directoral', 0.022568386439662819), 4, (1386, 155), 2, 'hsl(248, 100%, 30%)')
(('potassium', 0.022560509998545451), 4, (1145, 294), 2, 'hsl(248, 100%, 30%)')
(('vocalismo', 0.022468840067518859), 4, (1297, 238), 2, 'hsl(248, 100%, 30%)')
(('selvícolas', 0.022466502196826801), 4, (1165, 207), 2, 'hsl(248, 100%, 30%)')
(('guayllabamba', 0.022381950448149245), 4, (1055, 318), 2, 'hsl(248, 100%, 30%)')
(('machupicchu', 0.022294320419245211), 4, (1330, 319), None, 'hsl(248, 100%, 30%)')
(('inoculo', 0.022283140515705419), 4, (1215, 448), 2, 'hsl(248, 100%, 30%)')
(('lebret', 0.022280023687983846), 4, (1038, 361), 2, 'hsl(248, 100%, 30%)')
(('ehrenburg', 0.022135825022285369), 4, (1474, 358), None, 'hsl(248, 100%, 30%)')
(('baroque', 0.02189952067001931), 4, (1071, 281), None, 'hsl(248, 100%, 30%)')
(('congar', 0.02189429114295894), 4, (1031, 287), None, 'hsl(248, 100%, 30%)')
(('textural', 0.021665294043615457), 4, (1218, 305), None, 'hsl(248, 100%, 30%)')
(('colegialidad', 0.021531716079218596), 4, (1195, 195), 2, 'hsl(248, 100%, 30%)')
(('buenosayres', 0.021450941700802594), 4, (1157, 195), 2, 'hsl(248, 100%, 30%)')
(('zacatenco', 0.021345893717523205), 4, (1347, 171), 2, 'hsl(248, 100%, 30%)')
(('cromosómicas', 0.021293792742088712), 4, (1031, 338), None, 'hsl(248, 100%, 30%)')
(('leptospirosis', 0.021072671670104706), 4, (1079, 295), 2, 'hsl(248, 100%, 30%)')
(('fueyo', 0.020984681770545913), 4, (1485, 246), 2, 'hsl(248, 100%, 30%)')
(('ginsberg', 0.020877933047747474), 4, (1281, 431), 2, 'hsl(248, 100%, 30%)')
(('ungaretti', 0.020813264153716999), 4, (1038, 367), None, 'hsl(248, 100%, 30%)')
(('prefabricada', 0.020801488164366177), 4, (1463, 190), None, 'hsl(248, 100%, 30%)')
(('prefabricado', 0.020694609250692036), 4, (1114, 213), 2, 'hsl(248, 100%, 30%)')
(('homínidos', 0.020681333242564486), 4, (1451, 304), None, 'hsl(248, 100%, 30%)')
(('velasquismo', 0.020646241682318597), 4, (1482, 313), None, 'hsl(248, 100%, 30%)')
(('insc', 0.020611979695527815), 4, (1354, 222), None, 'hsl(248, 100%, 30%)')
(('saboteadores', 0.020585416109475823), 4, (1301, 397), 2, 'hsl(248, 100%, 30%)')
(('rgto', 0.020344364384649698), 4, (1382, 213), None, 'hsl(248, 100%, 30%)')
(('iusnaturalista', 0.020245770558327783), 4, (1161, 337), 2, 'hsl(248, 100%, 30%)')
(('subsidiaridad', 0.020213711975149252), 4, (1382, 299), None, 'hsl(248, 100%, 30%)')
(('bundestag', 0.020185341345682048), 4, (1275, 339), 2, 'hsl(248, 100%, 30%)')
(('rugeles', 0.020156581701003515), 4, (1449, 389), None, 'hsl(248, 100%, 30%)')
(('tabs', 0.020132705929545167), 4, (1288, 167), None, 'hsl(248, 100%, 30%)')
(('pinter', 0.019932600665137641), 4, (1101, 442), 2, 'hsl(248, 100%, 30%)')
(('expropiatoria', 0.01993202547491213), 4, (1473, 384), None, 'hsl(248, 100%, 30%)')
(('religación', 0.019833737101621708), 4, (1101, 473), 2, 'hsl(248, 100%, 30%)')
(('seghers', 0.019756730917371294), 4, (1094, 447), 2, 'hsl(248, 100%, 30%)')
(('villamontes', 0.019707297724971252), 4, (1464, 184), 2, 'hsl(248, 100%, 30%)')
(('marfany', 0.019667828986171421), 4, (1234, 263), None, 'hsl(248, 100%, 30%)')
(('palol', 0.019641589921743668), 4, (1365, 157), 2, 'hsl(248, 100%, 30%)')
(('dtto', 0.019609006199379882), 4, (1209, 422), None, 'hsl(248, 100%, 30%)')
(('pariacaca', 0.019582191697294325), 4, (1269, 170), 2, 'hsl(248, 100%, 30%)')
(('hematocrito', 0.01952796363187375), 4, (1102, 388), 2, 'hsl(248, 100%, 30%)')
(('containers', 0.019449445307522139), 4, (1124, 475), 2, 'hsl(248, 100%, 30%)')
(('fioravanti', 0.019437432167942928), 4, (1216, 417), None, 'hsl(248, 100%, 30%)')
(('napalm', 0.019366836420094822), 4, (1477, 387), None, 'hsl(248, 100%, 30%)')
(('geomorfológico', 0.019345386149092161), 4, (1116, 327), None, 'hsl(248, 100%, 30%)')
(('rangers', 0.019340652249998116), 4, (1386, 303), None, 'hsl(248, 100%, 30%)')
(('fulbright', 0.019195502041091394), 4, (1176, 276), 2, 'hsl(248, 100%, 30%)')
(('acreditante', 0.019129159196909259), 4, (1048, 234), None, 'hsl(248, 100%, 30%)')
(('creonte', 0.019023929655539607), 4, (1411, 356), None, 'hsl(248, 100%, 30%)')
(('uteha', 0.018998679798520258), 4, (1328, 263), None, 'hsl(248, 100%, 30%)')
(('reequipamiento', 0.018972512689188741), 4, (1410, 278), None, 'hsl(248, 100%, 30%)')
(('anouilh', 0.018955138577104388), 4, (1151, 233), 2, 'hsl(248, 100%, 30%)')
(('demoliberal', 0.018813441180535715), 4, (1276, 320), 2, 'hsl(248, 100%, 30%)')
(('montini', 0.018796998228259209), 4, (1078, 220), 2, 'hsl(248, 100%, 30%)')
(('scobie', 0.018795014435738597), 4, (1266, 291), None, 'hsl(248, 100%, 30%)')
(('orlich', 0.018773590118553674), 4, (1031, 321), None, 'hsl(248, 100%, 30%)')
(('guerrerense', 0.018730620875410126), 4, (1094, 338), None, 'hsl(248, 100%, 30%)')
(('integrativo', 0.018723256314944675), 4, (1168, 238), 2, 'hsl(248, 100%, 30%)')
(('puuc', 0.018612270168300707), 4, (1347, 197), 2, 'hsl(248, 100%, 30%)')
(('yrigoyenista', 0.018608829377001965), 4, (1056, 405), None, 'hsl(248, 100%, 30%)')
(('máximamente', 0.018594817434884333), 4, (1492, 370), None, 'hsl(248, 100%, 30%)')
(('chest', 0.018592944261958816), 4, (1233, 185), 2, 'hsl(248, 100%, 30%)')
(('economicidad', 0.018521312643940285), 4, (1434, 183), None, 'hsl(248, 100%, 30%)')
(('ezquerro', 0.018471800841468336), 4, (1317, 389), 2, 'hsl(248, 100%, 30%)')
(('tertius', 0.018434513835213218), 4, (1122, 338), None, 'hsl(248, 100%, 30%)')
(('tridentina', 0.018419127255459765), 4, (1303, 321), 2, 'hsl(248, 100%, 30%)')
(('liberman', 0.018345637463341738), 4, (1064, 343), None, 'hsl(248, 100%, 30%)')
(('mailer', 0.018323285905809911), 4, (1232, 302), None, 'hsl(248, 100%, 30%)')
(('santomé', 0.018276290941399844), 4, (1492, 398), None, 'hsl(248, 100%, 30%)')
(('toña', 0.01822205360443728), 4, (1488, 414), 2, 'hsl(248, 100%, 30%)')
(('periodicas', 0.018214229888593225), 4, (1316, 291), 2, 'hsl(248, 100%, 30%)')
(('cetonas', 0.01817476909883313), 4, (1096, 275), None, 'hsl(248, 100%, 30%)')
(('fanfani', 0.018091706197241497), 4, (1171, 212), None, 'hsl(248, 100%, 30%)')
(('pellets', 0.018085769890778161), 4, (1361, 397), None, 'hsl(248, 100%, 30%)')
(('instrumentalidad', 0.018066912744639382), 4, (1470, 204), None, 'hsl(248, 100%, 30%)')
(('cedulación', 0.018058645561100994), 4, (1268, 234), 2, 'hsl(248, 100%, 30%)')
(('prokofiev', 0.017987921660951148), 4, (1384, 256), None, 'hsl(248, 100%, 30%)')
(('happening', 0.017854949781255562), 4, (1333, 262), 2, 'hsl(248, 100%, 30%)')
(('nkrumah', 0.017852862391779089), 4, (1142, 342), None, 'hsl(248, 100%, 30%)')
(('narigueras', 0.017799136172458041), 4, (1288, 359), None, 'hsl(248, 100%, 30%)')
(('tibetano', 0.01769375289907563), 4, (1128, 276), 2, 'hsl(248, 100%, 30%)')
(('incomunicabilidad', 0.017650678370944774), 4, (1466, 285), None, 'hsl(248, 100%, 30%)')
(('inauténtica', 0.017639180509588917), 4, (1076, 229), None, 'hsl(248, 100%, 30%)')
(('harmondsworth', 0.017624592161317489), 4, (1202, 322), None, 'hsl(248, 100%, 30%)')
(('caobos', 0.017514200097829322), 4, (1160, 398), 2, 'hsl(248, 100%, 30%)')
(('pugnaz', 0.017508533471816523), 4, (1270, 293), None, 'hsl(248, 100%, 30%)')
(('nanterre', 0.017470588599593287), 4, (1149, 323), 2, 'hsl(248, 100%, 30%)')
(('okinawa', 0.017440188271758462), 4, (1159, 300), 2, 'hsl(248, 100%, 30%)')
(('dag', 0.017415913004993348), 4, (1180, 193), 2, 'hsl(248, 100%, 30%)')
(('olimpíada', 0.01740062902376029), 4, (1346, 296), 2, 'hsl(248, 100%, 30%)')
(('inconformista', 0.017345498673205176), 4, (1410, 233), None, 'hsl(248, 100%, 30%)')
(('cuatricentenario', 0.017310141323863531), 4, (1184, 452), 2, 'hsl(248, 100%, 30%)')
(('eichmann', 0.017302534477470585), 4, (1078, 429), None, 'hsl(248, 100%, 30%)')
(('onassis', 0.017288668479478578), 4, (1331, 299), None, 'hsl(248, 100%, 30%)')
(('programming', 0.017283485971280189), 4, (1239, 216), None, 'hsl(248, 100%, 30%)')
(('tequio', 0.017279728105265048), 4, (1383, 331), None, 'hsl(248, 100%, 30%)')
(('ferns', 0.017098979005411144), 4, (1249, 185), None, 'hsl(248, 100%, 30%)')
